nummer,datum,inhoud,folio nr,vervolg nr,bron,bijzonderheden
10000786,1558,"Egbert Dirksz [Deyman ?] tot Harlem heeft een huis ende lant daeran, groot 7 hont, heeft ledich gestaen in t jaer '57, tesamen getaxeerd op 8 K.g",fol 4,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000787,1558,"Stuvesant tot Overveen gebruikt zyn eigen woning (8 K. gld), t lant is groot 8 morgen 4 hont, met bergen en hoogten, 32 K.g",fol 4v,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000788,1558,"Symon Florisz gebruikt zijn eigen woning (9 K.g), t lant is groot 5 morgen 1 ½ hont (8 K.g), en gebruict nog 1 morgen eigen land. Op het land zijn sin '57 schilpen gement geweest waarvoor hij 5 Kar gld huer ontving",fol 4v,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000789,1558,"Martyn Claesz Pijckert [Pickert] tot Santvoort gebruikt eigen 3 morgen weiland, getaxeerd op 27 Kar gld",fol 4v,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000790,1558,"Geryt sceepmaker tot Haerlem eigen 2 morgen 2 ½ hont, 18 K.gls",fol 4v,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000791,1558,"Thames Engelsz gebruikt eigen 2 morgen 2 ½ hont, 12 k.g.",fol 4v,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000792,1558,"die commandeur van St Jan te Haerlem gebruikt eigen 7 morgen 3 ½ hont goed weiland, getaxeerd op 95 Kar gld",fol 4v,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000793,1558,"Lou Bitter, brouwer tot Haerlem, gebruikt zijn 3 mad, getaxeerd 25 K.g",fol 5,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000794,1558,"mr Lotte Claesz, van Haerlem, gebruikt eigen 2 morgen 4 ½ hont, 22 K.g",fol 5,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000795,1558,"Pouls Nel jonge jans gebruikt een woning (6 K. gld), eigen land 1 morgen, 4 K.g",fol 5,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000796,1558,"Claes Willemsz tot Sandtvoert gebruikt eigen 11 hont lant, 25 K.g. 10 st",fol 5,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000797,1558,ouwe Jan Gerijtsz tot Overveen gebruikt eigen 2 morgen 1 ½ hond gheestlant,fol 5,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000798,1558,"Claes Willemsz heeft gebruikt eigen woning (4 Kar gld), t land groot 7 hondt, getaxeerd 20st",fol 5,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000799,1558,"Dirck Claesz van Noorticherhout gebruikt eigen 5 morgen land, 15 Kar gld",fol 5,eygen huizen en landen in den schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000800,1558,"Jasper Florisz gebruikt zijn eigen woning zonder lant, staande in den Aerdenhout, daerinne tapt es, getaxeerd op 15 K.g",fol 5v,dit syn die eijgen huizen en landen in den scependom van den Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000801,1558,"Pieter Coeijers woninge, es getaxeerd met zijn bouwery op 12 Kar gld, gebruikt eigen 3 morgen lants, getaxeerd op 9 K gld",fol 5v,dit syn die eijgen huizen en landen in den scependom van den Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000802,1558,"Florys Bartolmeusz gebruikt zijn eigen woning sonder lant, staende in den Hout, daer hij inne tapt, getaxeerd op 12 K.g",fol 5v,dit syn die eijgen huizen en landen in den scependom van den Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000803,1558,"Cortten Arian heeft een cleijn huijsken gelegen onder duyn met een cleijn croftken, daer gheen maet op en is gheweest omgeheijnt uiter wildernis daer hij jaerlicx vuijt betaelt 12 stuvers erfpacht. T is een scamel lant, getaxeerd op 25st, t lant op 3 Kar gld",fol 5v,dit syn die eijgen huizen en landen in den scependom van den Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000804,1558,"Wollewyn Jacopsz gebruikt een huijsken, t lant is groot 2 morgen omheijnt uijter wildernis, daer hij jaerlix vuijt betaelt 3 Kar gld 18st erfpacht. Thuijs is getaxeert op 4 Kar gld en t lant op 5 Kar gld",fol 5v,dit syn die eijgen huizen en landen in den scependom van den Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000805,1558,"Pieter Claesz in de Vogelesanc gebruikt zijn woning (eigen), t lant is groot 8 ½ hont, t huis is getaxeerd op 3 Kar gld en t lant op 7 Kar gld",fol 5v,dit syn die eijgen huizen en landen in den scependom van den Vogelesanc,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000806,1558,"Sytgen [Fytge] Stollen weduwe heeft in hure een stuk weiland groot 2 morgen 1 ½ hont, hoert toe Ausgen [Baufgen] Keijssars tot Harlem, sjaers om 20 Kar gld. En nog heeft zij in hure een stuk land 8 hont, hoort toe Symon Jansz tot Haerlem, sjaers om 17 Kar gld",fol 6,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000807,1558,"Jacop Pietersz gebruikt in huur een sate lants, groot 8 morgen 4 ½ hont, hoort toe de erfgenamen van Jan Geryt van Sueren, tot Haerlem, sjaars om 75 Kar gld, ende heeft hij in huyre gebruyckt 4 morgen 4 hondt lants, hoort toe de memorie tot Haerlem, sjaers om 51 Kar gld",fol 6,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000808,1558,"Florijs Woutersz [duinmeier]  gebruikt in huijre 3 morgen 1 hont lants, hoort toe t convent van St Maddalena binnen Haerlem, sjaars om 19 Kar gld",fol 6,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000809,1558,"Wouter Florijsz gebruyckt in huyr een sate lands groot 6 morgen, hoort toe de erfgenamen van Jan van Noortich te Haerlem, sjaers om 26 Kar gld",fol 6,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000810,1558,"Balten Fransz gebruikt in huijre een woning zonder land, staende in duijn, behoort toe Wouter Florisz tot Aelbertsberg, sjaars om 5 Kar gld",fol 6,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000811,1558,"Aris Claesz huurt 17 hont lants van Lijsbet Heijndrics [Snel] te Haerlem, om 5 £, en nog 2 ½ mad 2 hont land van de siecken buiten Haerlem, sjaars om 14 Kar gld",fol 6v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000812,1558,"Cornelis Pietersz huurde anno '57 een sate van 5 ½ morgen van Jan Pietersz tot Aelbertsberge, sjaers om 41 Kar gld",fol 6v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000813,1558,"Florijs Pietersz huurt 2 morgen 5 hont van Dirck de Vries tot Haerlem, om 50 Kar gld, en nog 7 ½ hont van de weduwe van Claes Hals te Delft, sjaers om 13 K. gld. En nog 2 ½ mad van de H. Geest te Haerlem om 15 Kar gld. En nog een stroockje land van de erfgenamen van Florys Symonsz tot Aelbertsberg, sjaars om 8 st",fol 6v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000814,1558,"Claes Cornelisz Suijer huurt een sate lant groot 9 ½ hont lants van Frans Jansz tot Velsen c.s. sjaers om 12 Kar gld. En nog 2 morgen 5 hont in huur van Steeven Jansz te Haerlem, om 5 £ sjaars",fol 6v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000815,1558,"Beijaterijs Symonsdochter huurt van de Zieken buiten Haerlem 2 ½ morgen, 17 Kar gld sjaers. En nog 2 morgen van Anna van Huessen tot Haerlem, sjaers om 28 Kar gld. En nog 3 morgen 2 hont van de memorie te Haerlem, om 20 Kar gld",fol 7,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000816,1558,"Jan Fhilpsz huurt een sate lants van 4 morgen 2 ½ hont van Jan Gerijtsz van Sueren te Haerlem, sjaars om 32 Kar gld. En nog 9 hont in huur van Andries Willemsz weduwe te Alcmaer om 12 K.g. 10 st sjaars",fol 7,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000817,1558,"Arian Fhilpsz huurt een sate van 5 ½ morgen 1 ½ hont van Isberant Jansz te Haerlem, sjaars om 51 K.g. Nog 3 morgen 2 ½ hont in huur van Symon Jansz [brouwer] te Haerlem, sjaars om 5 £. Nog 8 ½ hont in huur van Pouls Dirksz te Aelbertsberg, sjaars om 14 K.g",fol 7,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000818,1558,"Cornelis Arisz huurt 4 morgen van de Zieken buiten Haerlem, sjaars om 28 K. gld. Noch 9 hont van Guerte Claes, buiten Haerlem by de Sceven molens om 20 K. g",fol 7,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000819,1558,"Thaems Engelsz huurt 3 morgen 2 hont van Anna van Huessen erfgenamen tot Haerlem om 36 K. g. sjaars. En nog 3 morgen min 1 ½ hont in huur van Claes Pietersz te Haerlem, sjaars om 25 K.g",fol 7v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000820,1558,Jeroeijn Fransz huurt een sate van 5 ½ morgen 1 hont van Duyff van Sanen te Haerlem om 64 Kar gld sjaars,fol 7v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000821,1558,"Anthonijs Mathijsz huurt 8 ½ hont van Dirck van Huessen, tot Haerlem, om 12 K.g sjaars. Nog 8 hont in huur van Dirk Pietersz tot Aelbertsberg, sjaars om 14 Kar gld",fol 7v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000822,1558,"Jacob Pieter Arisz huurt een sate van 9 ½ morgen van lange Acht [= Aecht] c.s. tot Aelbertsberg, sjaars om 80 K. g. Nog 10 hont in huur van de H. Geest te Haerlem om 13 Kar gld sjaars. En nog 9 hont in huur van mr Lambert [van Roosveld], pensionaris te Haerlem, sjaars om 12 Kar gld, en nog 4½ mad in huur van Symon Jansz, brouwer te Haerlem, sjaars om 35 K.g. en 10 st",fol 7v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000823,1558,"Beaterijs Symonsdochter huurt nog 11 hont van de kinderen van Aris Pietersz tot Aelbertsberge, om 3 K.g. sjaars",fol 7v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000824,1558,"Florijs Symonsz huurt 4 ½ morgen van de Bernardieten, om 28 K.g. Nog 3 morgen 1 hont in hure van Lysbet Heynrics [Snel] tot Haerlem, om 19 K.g. Noch 5 hont in hure van Pouls Dircsz tot Aelbertsberg om 5 K.g",fol 8,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000825,1558,"Pouls Dirksz 19 hont in huur van Jan van Loo te Haerlem, om 5 £ sjaars. Noch 4 morgen ½ hont in hure van Trijn Frans Velsermans c.s om 34 K.g. Nog zijn zate lants van 14 ½ hont in hure van Jacob Pietersz c.s. tot Aelbertsberge om 16 K.g",fol 8,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000826,1558,"jonghe Dirck Nellen [Dirck Nel duinmeier] een sate van 10 hont, in huer van Dirck van Huessen te Haerlem om 35 K.g. Noch 3 morgen 4 hont in huer van de arme cameren op Bakenes te Haerlem om 48 K.g",fol 8,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000827,1558,Jan Willem een sate van 8 morgen ½ hont in huur van de schout van Wieringen om 40 K.g. sjaars,fol 8 ,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000828,1558,"Cornelis Jan Engelsz een sate van 4 ½ hont ni huer van Florys Symonsz erven tot Aelbertsberg, om 19 K.g",fol 8 ,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000829,1558,"Willem Snel een sate van 3 morgen ½ hont in huere van Balich van Paeneren [Paenderen] tot Haerlem, om 5 £. Nog 9 ½ hont in hure van Marijtgen Jan Slimme.eg (?) tot Haerlem, om 18 K. gld","fol 8, fol 8v",dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000830,1558,Gerijt Lijsken 2 morgen 1 ½ hont in hure van Ovr capelle te Haerlem om 18 K.g,fol 8v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000831,1558,"Jan Cornelisz van Schooten huurt 3 ½ mad van Dirck van Huessen tot Haerlem, sjaars om 40 K.gld",fol 8v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000832,1558,"Nel Fhilps 4 morgen ½ hont in hure van Pieter Jansz van Delft, om 36 K. g. Noch 3 morgen ½ hont in hure van St Elis. gasthuis, om 23 K.g. 10st",fol 8v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000833,1558,"Engel Hartich, van Velsen, 1 morgen in hure van Jan Gysbertsz erven te Haerlem, om 4 K.g. sjaars",fol 8v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000834,1558,"Janne Claes 6 ½ hont in hure van Andries Willemsz te Alcmaer, om 9 K.g",fol 8v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000835,1558,"Martyn Heijnricsz en Jan Willemsz buiten Haerlem hebben angebrocht 3 morgen 1 ½ hont, huur 36 K.g.",fol 8v,dijt sijn die huyrwaeren die angebracht sijn tot Aelbertsberg,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000836,1558,"Claes Arisz 3 maden in hure van Cornelis Jansz, schout van Overveen, sjaers om 20 K.g",fol 9,hier begint van de huyrwar in t scependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000837,1558,"Claes Willem Risart [Rosart] 2 morgen 2 ½ hont in hure van Symon Jansz brouwer te Haerlem om 33 K.g. Nog 2 croften saetlant, groot samen 5 morgen 9 hont in hure van de erfgenamen van Adam Cornelisz Bol tot Haerlem om 36 Kar gld",fol 9,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000838,1558,"Willem Claesz Sop een sate van 6 morgen 4 hont in hure van Joost van Hillegom tot Haerlem, om 25 K.g. en 10 st. Noch 3 morgen ½ hont van Aris Michielsz [coman] te Haerlem, om 37 K.g in hure. Noch 2 morgen 4 hont in hure van Gerijt van Spaerwouden erven tot Haerlem, om 21 K.g.",fol 9,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000839,1558,"Jeroeijn Claesz een sate van 2 morgen 3 ½ hont in hure van Symon Martynsz van Amsterdam, om 14 K.g",fol 9,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000840,1558,Dirck Fransz babbelaer 8 hont in hure van St Elisabethsgasthuis om 7 K.g,fol 9v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000841,1558,"Cornelis Symonsz Houckman een zate van 4 ½ morgen ½ hont in hure van Dirck Huijbertsz [houtvercoper] tot Haerlem, om 42 K.g. Nog 3 morgen 5 ½ hont in hure van Martyn Claesz, als voogd van de kinderen tot Catwyck, om 26 K.g. Noch 2 ½ madt in hure van mr Bouwen te Haerlem, om 26 K.g",fol 9v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000842,1558,"de schout van Overveen heeft anno '57 in hure gebruict 13½ hont  van St Elis. gasthuis, om 24 K.g. Nog heeft hij in hure 5 mad van St Margrietenconvent te Haarlem om 5 £. Ende nog heeft hij angebracht het schoutambacht van Overveen dat hij anno 57 in pacht gebruikt heeft, heeft gepacht van Ysbrant van Sparwoude, rentmeester van myn genad. here van Brederode, sjaars om 45 Kar gld",fol 9v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000843,1558,"die schout van Wieringen gebruikt in hure 4 hont lant toebehorende de erfgenamen van Florijs Symon te Aelbertsberg, om 9 ½ Kar gld",fol 9v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000844,1558,"de weduwe van Roel de vleyshouwer te Haerlem huurt 7 maden van de Bernardieten om 54 K.g. Nog 3 morgen in huer van t Vrouwengilde te Haerlem om 55 K.g. Nog 5 maden 1 hont in hure van Willem Dirck Martynsz te Haerlem, om 45 K.g. Nog 7 ½ hont in hure van de Vrouwenbroeders te Haarlem, om 16 K.g",fol 10,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000845,1558,"Jacop Heyndricsz comen een sate van 2 morgen 1 ½ hont in hure van Wijnlandt Arisz binnen Haerlem, om 14 K.g. Noch 3 ½ mad in hure van Aerian Doeren [Doorn] tot Haerlem, om 36 st. Noch 6 ½ hont in hure van Dirck Suijer tot Haerlem, om 2 K.g",fol 10,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000846,1558,"Pieter Vlasman tot Haerlem huurt 3 ½ maden van Jan Willemsz te Haerlem om 36 K.g. Nog 5 morgen in hure van Jacop Corstenz tot Haerlem, om 76 K.g. Noch 3 morgen in hure van Dirck Willemsz van Sandtvoort, om 45 K.g. Nog 2 morgen 4½ hont in hure van Marytgen coemen Jans te Haerlem, om 34 K.g. Noch 3 morgen in hure van Arian Claesz [Doorn] tot Haerlem, om 42 Kar gld",fol 10,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000847,1558,"Arint Pietersz een sate van 9 morgen ½ hont in hure van de heer van Opdam, om 70 K.g.",fol 10v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000848,1558,"de weduwe van Willem Pieter Arintsz een sate van 3 morgen 5 hont in hure van Baertout van Assendelft, sjaers om 17 K.g. Nog 2 ½ morgen in hure van Jan Pieroems tot Sandtvoort, om 7 K.g. Noch 3 hond in huur van mr Dirc Ramp te Haerlem, om 2 K.g",fol 10v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000849,1558,"Cornelis Jaep Rau in hure een huis zonder lant, behoort toe Ysbrant van Spaerwoude, tot Haerlem, om 7 K.g",fol 10v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000850,1558,"Coeij Symonsz in hure een huis zonder land, toebehorende Cornelis Rijcken tot Haerlem, om 16 K.g sjaars. Noch 10 hont in hure van t convent Taerbede sjaers om 5 Kar gld",fol 10v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000851,1558,"Engbart Wyllem moijmarts een huijs zonder lant daer hij inne tapt opt Sydelwech [Zijlweg], in hure van Symon stratemaker te Haarlem, om 17 K.g. 10 st",fol 10v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000852,1558,"Pieter Gerijtsz van Haerlem huurt 9 hont van de Zieken buiten Haerlem, om 18 Kar gld",fol 11,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000853,1558,"Rembrant Pietersz huurt 4 morgen van mr Pieter van Foreest te Haerlem, sjaars om 70 K.g. Nog 8 morgen in hure van St Michielsconvent om 20 K.g. Nog 2 morgen 4 hont van St Margrietenconvent te Haerlem om 22 K.g. 15 st. Noch 2 morgen 4 ½ hond land in hure van Jacop Symonsz Loo tot Leiden om 27 K.g",fol 11,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000854,1558,"cleyn Jan Gerijtsz huurt 2 morgen van de weduwe van Willem Gerritsz [Bol] tot Overveen, om 20 K.g. Noch 11 hont in hure van St Elis. gasthuis om 20 K.g. Noch een huijs sonder land in hure van Pieter Coeijer tot Overveen, om 13 k.g en 10st. Nog 3 morgen in hure van Jacob van Huessen tot Harlem om 16 K.g",fol 11,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000855,1558,Martyn Claesz een sate van 5 morgen 4 hont in hure van St Michiel te Haerlem om 35 K.g,fol 11v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000856,1558,"Ghijsbart Willemsz Scut [Schuijt] een sate van 2 ½ morgen in hure van Jan van Alckemade tot Leiden, om 16 K.g",fol 11v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000857,1558,"Dirck Gherijtsz een sate van 18 morgen 2 hont mette boomgaert, in hure van de erfgenamen van Gheryt van Spaerwoude tot Haerlem, om 108 K.g. Nog 4 morgen min ½ hont in hure van de erfgenamen van Adam Bol te Haerlem, om 45 K.g",fol 11v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000858,1558,"Kors Claesz een sate van 5 ½ morgen 1 ½ hont, in hure van mr Martyn, schilder tot Haerlem, sjaers om 5 £ gr. Nog 2 morgen in hure van de erfgenamen van Frans Claesz [Oetgens] tot Amsterdam, om 4 K.g",fol 11v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000859,1558,"Pieter Coeijer 3 morgen 1 ½ hont in hure van Gerrit Steffensz, burgemeester te Haerlem, om 40 K.gld sjaers",fol 11v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000860,1558,"Cornelis Cornelisz Claeren huurt een sate lant van 7 morgen 2 hont van mr Thomas, cappelaen tot Haerlem, om 50 K.g",fol 12,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000861,1558,"de erfgenamen van Cornelis Claeren een sate van 2 morgen 1 ½ hont in hure van Dirck Huijbertsz, houtvercoper te Haerlem, om 14 K.g. Noch 10 ½ hont in hure van Wouter van Beeckesteyn tot Haerlem, om 31 K.g. Noch 10 hont in hure van de H. Geest te Haerlem, om 17 K.g. 10st",fol 12,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000862,1558,"jonge Mary op te Sijdelwech een huijs zonder lant, daer sij inne tapt, in hure van Pieter Vuijtten Haeghe tot Haerlem, om 18 K.gld sjaars",fol 12,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000863,1558,"Havick Pietersz heeft angebracht een huijs staende op die Sydelwech [Zijlweg], daer men inne tapt, t was verhuert bij Geryt den ombestierden in t jaer van 57 by Ysbrant Rouppert [Roeper, verhuurder ?] voor 19 Kar gld",fol 12,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000864,1558,"Cornelis Louerisz een sate van 4 morgen ½ hont in hure van Jacob van Huessen tot Haerlem, om 38 K.g",fol 12,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000865,1558,"Cornelis Pieter Remmen een sate van 14 morgen 8 hont in hure van St Elis. gasthuis om 140 K.g. Nog 3 morgen in hure van de erfgenamen van Engbart Willemsz Ramp tot Haerlem, om 46 K.g. Nog 9 ½ hont in hure van Swaen Heyndricx tot Haerlem, om 20 K.g",fol 12v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
10000866,1558,Cornelis Claesz buyten Haerlem 2 morgen 1 hont in hure van de Zieken buiten Haarlem om 30 K.g. Noch 7 maden van de Bernardieten in hure om 29 K.g,fol 12v,de huyrwaeren in t schependom van Overveen,A.R.A. Staten van Holland vóór 1572 Inv no 1123/Quohier 10e penning ,
